songId,songTitle,dxdata,divingFish,maichart,sheetCount
110351,[鏡]MIRROR of MAGIC,✗,✓,✓,4
110417,[習]ウミユリ海底譚,✓,✓,✓,1
110532,[奏]洗脳,✓,✓,✓,1
110553,[奏]チュルリラ・チュルリラ・ダッダッダ！,✓,✓,✓,1
110579,[協]ポップミュージックは僕のもの,✓,✓,✓,1
110606,[右]The wheel to the right,✓,✓,✓,1
110631,[逆]KING is BACK!!,✓,✓,✓,1
110647,[協]エイリアンエイリアン,✓,✓,✓,1
110684,[一]もうみんなしねばいいのに,✗,✓,✓,4
110766,[邪]アマノジャクリバース feat. ｙｔｒ,✗,✓,✓,4
110781,[協]Seyana. ～何でも言うことを聞いてくれるアカネチャン～,✗,✓,✓,4
110793,[疑]ロキ,✓,✓,✓,1
110816,[奏]クレイジークレイジーダンサーズ,✗,✓,✓,5
110997,[破]テレパシ,✗,✗,✓,0
111069,[協]太陽系デスコ,✓,✓,✓,1
111113,[回]ハム太郎とっとこうた,✓,✓,✓,1
111156,[奏]マイオドレ！舞舞タイム,✓,✗,✓,1
111188,[藍]絶え間なく藍色,✗,✓,✓,4
111222,[光]BREaK! BREaK! BREaK!,✗,✓,✓,1
111234,[星]ほしぞらスペクタクル,✓,✓,✓,1
111325,[奏]テレキャスタービーボーイ,✓,✓,✓,1
111355,[協]ラグトレイン,✓,✓,✓,1
111359,[奏]アカツキアライヴァル,✓,✓,✓,1
111363,[片]神々が恋した幻想郷,✓,✓,✓,1
111365,[奏]アンビバレンス,✓,✓,✓,1
111388,[即]チューリングの跡,✓,✓,✓,1
111429,[爆]Love's Theme of BADASS ～バッド・アス 愛のテーマ～,✓,✓,✓,1
111433,[奏]ヒトガタ,✓,✓,✓,1
111437,[協]三妖精SAY YA!!!,✓,✓,✓,1
111479,[覚]Hainuwele,✓,✓,✓,1
111488,[覚]スカーレット警察のゲットーパトロール24時,✓,✓,✓,1
111513,[回]回る空うさぎ,✓,✓,✓,1
111516,[蔵]Aegleseeker,✓,✓,✓,1
111545,[餡]隠密あんみつDX,✗,✓,✓,4
111557,[蛸]不機嫌なスリーカード,✓,✓,✓,1
111577,[両]はんぶんこ,✓,✓,✓,1
111597,[息]ノンブレス・オブリージュ,✓,✓,✓,1
111628,[逆]WE'RE BACK!!,✓,✓,✓,1
111634,[協]青春コンプレックス,✗,✗,✓,0
111636,[奏]さくゆいたいそう,✓,✓,✓,1
111638,[耐]星界ちゃんと可不ちゃんのおつかい合騒曲,✗,✓,✓,4
111670,[奏]のじゃロリック,✗,✓,✓,4
111697,[音]ラビットホール,✗,✓,✓,5
111714,[匿]匿名M,✓,✓,✓,1
111715,[嘘]ライアーダンサー,✓,✓,✓,1
111770,[協]Ultimate taste,✓,✓,✓,1
111772,[X]人マニア,✓,✓,✓,1
111783,[音]snooze,✗,✓,✓,4
111791,[音]On your mark (104期 Ver.),✗,✓,✓,4
111838,[助]メズマライザー,✓,✗,✓,1
111852,[好]好きな惣菜発表ドラゴン,✓,✗,✓,1
111859,[騒]ありきたりな恋の歌,✗,✗,✓,0
111908,[耐]死ぬな！,✗,✗,✓,0
111914,[音]テトリス,✗,✗,✓,0
111919,[充]エンジェル ドリーム,✗,✓,✓,4
120227,[r]Garakuta Doll Play,✓,✓,✓,1
121634,[協]青春コンプレックス,✓,✗,✓,1
121852,[譜]好きな惣菜発表ドラゴン,✓,✗,✓,1
130227,[玉]Garakuta Doll Play,✓,✓,✓,1
131852,[面]好きな惣菜発表ドラゴン,✓,✗,✓,1
140227,[某]Garakuta Doll Play,✓,✓,✓,1
141852,[発]好きな惣菜発表ドラゴン,✓,✗,✓,1
151852,[表]好きな惣菜発表ドラゴン,✓,✗,✓,1
161852,[龍]好きな惣菜発表ドラゴン,✓,✗,✓,1
